ax (m/s^2),ay (m/s^2),az (m/s^2)
-1.1014,-0.1321,1.4603
-1.0224,-0.4957,1.3849
-0.9149,-0.7194,1.2188
-0.8436,-0.7806,0.9102
-0.8624,-0.7257,0.6081
-0.9406,-0.6156,0.3636
-0.9991,-0.4995,0.1873
-0.9921,-0.3601,0.1194
-0.8961,-0.2504,0.1225
-0.7491,-0.1236,0.1862
-0.5789,-0.0239,0.2404
-0.376,-0.0099,0.2981
-0.1456,-0.0558,0.3454
0.0041,-0.1763,0.3637
0.0953,-0.3742,0.3676
0.0444,-0.5795,0.2559
-0.0681,-0.8104,0.1111
-0.2199,-0.98,-0.008
-0.3521,-1.0898,-0.1265
-0.4368,-1.1801,-0.2282
-0.4473,-1.2559,-0.2913
-0.3985,-1.3272,-0.3489
-0.3286,-1.3896,-0.4244
-0.3183,-1.3815,-0.4497
-0.3898,-1.2931,-0.4294
-0.5791,-1.0857,-0.4453
-0.7843,-0.8542,-0.4197
-0.8865,-0.6291,-0.3604
-0.8393,-0.3886,-0.3207
-0.6312,-0.2595,-0.2701
-0.3069,-0.1867,-0.1893
0.0911,-0.221,-0.1306
0.4168,-0.3102,-0.0862
0.5887,-0.4212,-0.0433
0.57,-0.5638,0.0249
0.3959,-0.6231,0.0923
0.1098,-0.5988,0.1345
-0.1516,-0.5333,0.1285
-0.38,-0.4861,0.0543
-0.4943,-0.4738,-0.0813
-0.5253,-0.5228,-0.2232
-0.4718,-0.5734,-0.3399
-0.3683,-0.5995,-0.3929
-0.3068,-0.6129,-0.4422
-0.335,-0.6711,-0.4136
-0.3812,-0.7236,-0.3578
-0.5078,-0.7728,-0.3704
-0.6915,-0.8334,-0.3961
-0.8378,-0.8765,-0.4301
-0.9014,-0.8614,-0.4727
-0.9137,-0.7976,-0.5481
-0.9234,-0.673,-0.6184
-0.929,-0.4877,-0.6523
-0.8637,-0.3281,-0.7023
-0.768,-0.3187,-0.7013
-0.6417,-0.4428,-0.6923
-0.537,-0.6671,-0.6988
-0.5178,-0.9174,-0.6942
-0.5652,-1.146,-0.7091
-0.6406,-1.3244,-0.7364
-0.7753,-1.3972,-0.836
-0.8474,-1.3668,-0.9871
-0.9077,-1.24,-1.1327
-0.9016,-1.1053,-1.2779
-0.815,-0.9842,-1.3678
-0.7005,-0.9178,-1.3587
-0.5904,-0.9226,-1.3201
-0.5271,-0.958,-1.2179
-0.5376,-1.0074,-1.1
-0.6048,-0.9679,-0.9706
-0.7581,-0.7373,-0.8499
-1.0208,-0.328,-0.7774
-1.2462,0.1469,-0.7956
-1.2865,0.5249,-0.8401
-1.1613,0.7079,-0.854
-0.8691,0.7204,-0.8836
