ax (m/s^2),ay (m/s^2),az (m/s^2)
0.5171,-0.9583,-0.4924
0.3941,-0.8928,-0.5659
0.2144,-0.8684,-0.6069
0.0257,-0.8709,-0.5955
-0.1193,-0.9197,-0.5911
-0.2034,-1.1105,-0.579
-0.2816,-1.3236,-0.593
-0.2994,-1.5326,-0.6741
-0.2444,-1.7083,-0.8115
-0.1477,-1.8168,-1.0308
-0.0192,-1.8409,-1.2499
0.105,-1.8711,-1.4754
0.2079,-1.9381,-1.5717
0.3155,-2.0375,-1.5669
0.3769,-2.129,-1.4996
0.4519,-2.1772,-1.419
0.5453,-2.1986,-1.3634
0.6671,-2.0711,-1.3647
0.7917,-1.8017,-1.373
0.9765,-1.381,-1.349
1.1099,-0.9171,-1.3396
1.2623,-0.4629,-1.2983
1.3646,-0.0713,-1.136
1.4283,0.2192,-0.9162
1.4236,0.3986,-0.695
1.3487,0.4475,-0.4981
1.2068,0.3252,-0.3451
1.0852,0.1303,-0.2778
1.0149,-0.1154,-0.288
0.9744,-0.292,-0.3761
0.9012,-0.3732,-0.5355
0.9011,-0.4377,-0.7137
0.9509,-0.4378,-0.8842
1.0132,-0.3473,-1.0584
1.144,-0.231,-1.2023
1.2751,-0.1462,-1.2941
1.4282,-0.0834,-1.3556
1.5882,-0.0539,-1.3483
1.7184,-0.1073,-1.3756
1.6467,-0.0537,-1.5022
1.4576,0.157,-1.5574
1.2886,0.4667,-1.3739
1.0522,0.7795,-1.0635
0.7127,1.0314,-0.7961
0.2235,1.3118,-0.4812
-0.4154,1.6803,0.0233
-0.9824,2.0996,0.7699
-1.3089,2.4241,1.5784
-1.3037,2.3912,2.2611
-0.95,1.8511,2.8486
-0.5459,0.9616,3.1319
-0.352,0.063,3.0381
-0.4747,-0.6524,2.6753
-0.7497,-1.0829,2.0644
-1.049,-1.1244,1.3827
-1.1107,-0.927,0.437
-1.3891,-0.3146,-0.704
-2.0496,0.9355,-1.5186
-2.756,2.8001,-1.8391
-2.8486,4.5905,-1.4689
-1.9867,5.3033,-0.5077
-0.2329,4.6214,0.6022
1.2659,3.2472,1.7202
2.1887,1.7163,2.682
2.6345,0.4961,3.3776
2.7279,-0.2554,3.6178
2.5586,-0.6875,3.2081
1.8926,-0.8617,2.3168
0.7468,-0.7579,1.108
-0.4928,-0.5696,-0.2005
-1.6002,-0.4389,-1.2992
-2.4381,-0.4491,-1.9946
-2.9227,-0.6504,-2.3019
-3.2289,-0.914,-2.2917
-3.4189,-1.1234,-2.0234
-3.1072,-1.3344,-1.5326
-2.3171,-1.4853,-1.034
-1.486,-1.4569,-0.4985
-0.7864,-1.2453,0.0392
-0.2426,-0.8951,0.5721
0.1713,-0.4318,1.0864
0.4841,0.0638,1.5249
0.7246,0.4921,1.8194
0.794,0.7235,1.8964
0.6611,0.7394,1.7326
0.2698,0.572,1.3125
-0.2093,0.2225,0.783
-0.5645,-0.1569,0.2099
-0.8601,-0.5412,-0.3629
-1.0599,-0.8767,-0.9002
-1.1486,-1.1699,-1.3468
-1.1414,-1.4113,-1.6338
-1.062,-1.6131,-1.6834
-0.8278,-1.7687,-1.5422
-0.5479,-1.8638,-1.4004
-0.3056,-1.9083,-1.3082
-0.1563,-1.8971,-1.2562
-0.072,-1.8471,-1.2278
-0.012,-1.7966,-1.2015
0.0362,-1.705,-1.1667
0.0929,-1.5562,-1.0907
0.053,-1.3268,-0.9502
-0.0664,-1.1439,-0.792
-0.3034,-1.1223,-0.7006
-0.6183,-1.0413,-0.6579
-0.83,-0.9607,-0.6576
-0.9464,-0.885,-0.6643
-0.9243,-0.8693,-0.7111
-0.8565,-0.8922,-0.8123
-0.7785,-0.8843,-0.9123
-0.7042,-0.8339,-0.9793
-0.7171,-0.7293,-1.0123
-0.7261,-0.5875,-0.9792
-0.7137,-0.4371,-0.9787
-0.7241,-0.3229,-1.0656
-0.7605,-0.2056,-1.1686
-0.8461,-0.1755,-1.2108
-0.9813,-0.2277,-1.162
-1.0742,-0.3744,-0.9996
-1.0611,-0.5566,-0.7855
-0.9426,-0.7323,-0.5837
-0.8122,-0.7778,-0.4561
-0.6893,-0.7032,-0.4082
-0.5886,-0.5759,-0.4672
-0.5178,-0.427,-0.6837
-0.5618,-0.2657,-1.0011
-0.6436,-0.172,-1.411
-0.6863,-0.1348,-1.8547
-0.6948,-0.1665,-2.1669
-0.5666,-0.132,-2.0809
-0.3385,0.12,-1.6342
-0.1665,0.539,-1.1258
-0.0188,0.8802,-0.4672
0.2774,1.123,0.5816
0.6783,1.3061,1.6755
1.0316,1.3789,2.677
1.2634,1.2956,3.6378
1.3646,0.9945,4.3398
1.4646,0.7528,4.3609
1.5615,0.6153,3.768
1.8702,0.6888,3.1124
2.5826,1.2237,2.3424
3.3536,2.4426,1.5324
3.7881,3.8387,0.7708
3.7377,4.8128,0.1791
3.0331,4.9299,0.1128
1.9832,4.118,0.6868
0.9906,3.0621,1.2315
-0.0364,1.9884,1.5051
-0.9355,0.9901,1.369
-1.56,0.1258,0.8864
-2.0376,-0.3225,0.2469
-2.1417,-0.4556,-0.5107
-1.72,-0.4462,-1.3005
-1.0619,-0.3261,-2.0996
-0.3632,-0.2808,-2.671
0.2996,-0.4251,-2.7752
0.8328,-0.6353,-2.4389
1.2011,-0.7905,-1.7796
1.39,-0.7558,-0.9616
1.348,-0.4732,-0.126
1.121,0.0482,0.6839
0.8045,0.2845,1.4938
0.8292,0.2147,2.1913
0.7227,0.0243,2.6435
0.5355,-0.2227,2.763
0.1803,-0.4181,2.4183
-0.1985,-0.6322,1.6763
-0.4617,-0.8484,0.6808
-0.4972,-1.1028,-0.521
-0.3388,-1.3069,-1.1539
-0.0118,-1.5214,-2.7341
0.3811,-1.575,-2.4123
0.7964,-1.6446,-3.3135
1.0936,-1.4912,-2.2852
1.339,-1.4136,-2.303
1.4154,-1.2202,-0.7253
1.3714,-1.1223,-0.5234
1.1604,-0.959,0.8312
