ax (m/s^2),ay (m/s^2),az (m/s^2)
-0.4426,0.4663,-0.743
-0.3262,0.962,-0.6172
-0.2764,1.383,-0.375
-0.2417,1.7293,0.2142
-0.0837,2.1128,1.0091
0.1446,2.4715,1.9414
0.333,2.7721,2.9373
0.4645,2.9614,3.7928
0.4793,2.9001,4.4404
0.3488,2.6316,4.5736
0.1365,2.2839,4.1454
-0.1034,1.9335,3.2869
-0.1324,1.5448,2.2122
0.1861,1.1678,1.0337
0.7222,0.9404,-0.0547
1.4204,0.9928,-0.8691
2.2037,1.2636,-1.3344
2.8667,1.707,-1.2829
3.1084,2.0641,-0.7884
2.5552,2.1278,-0.1068
1.3495,1.7775,0.6366
0.188,1.1993,1.0327
-0.6442,0.6226,1.1658
-1.2693,0.189,1.0171
-1.7068,-0.0984,0.7156
-1.8049,-0.3966,0.434
-1.4419,-0.682,0.1409
-0.77,-0.8557,-0.1432
-0.0224,-0.9378,-0.3491
0.5785,-1.0003,-0.404
1.0129,-1.1128,-0.3284
1.267,-1.2304,-0.0902
1.4662,-1.3041,0.2752
1.5928,-1.3232,0.6318
1.6433,-1.2765,0.8901
1.5947,-1.2055,0.9817
1.417,-1.0871,0.8916
1.1764,-0.8895,0.6629
0.9549,-0.6181,0.4045
0.7555,-0.3181,0.2037
0.5865,-0.018,0.1037
0.4682,0.2295,0.132
0.3926,0.4073,0.2302
0.3882,0.4933,0.3716
0.4248,0.4344,0.4836
0.4699,0.3306,0.5003
0.568,0.1973,0.3921
0.6663,0.0354,0.1688
0.6645,-0.1634,-0.1411
0.603,-0.3791,-0.4515
0.5391,-0.5898,-0.7377
0.516,-0.7523,-0.9164
0.5317,-0.8189,-0.9774
0.5431,-0.7203,-0.9968
0.5475,-0.5717,-0.9976
0.4994,-0.4425,-0.9669
0.4504,-0.3583,-0.8538
0.3893,-0.3642,-0.7488
0.2985,-0.4664,-0.6324
0.1727,-0.6121,-0.5865
0.0733,-0.8107,-0.5875
0.0233,-1.0163,-0.6334
0.0847,-1.2601,-0.7297
0.2173,-1.4965,-0.8696
0.3498,-1.704,-0.9668
0.4664,-1.8324,-1.0572
0.5337,-1.9092,-1.1683
0.5122,-1.9029,-1.2911
0.4349,-1.8265,-1.3692
0.321,-1.6726,-1.4061
0.1989,-1.5322,-1.3898
0.1327,-1.4196,-1.3005
0.1024,-1.3232,-1.103
0.131,-1.2245,-0.9001
0.2366,-1.1618,-0.707
0.3918,-1.1424,-0.591
0.5556,-1.1983,-0.5488
0.7199,-1.3148,-0.5026
0.8463,-1.4597,-0.4692
0.9211,-1.5805,-0.4477
0.947,-1.6538,-0.4192
0.9241,-1.5964,-0.4726
0.8406,-1.4758,-0.5225
0.7778,-1.2537,-0.6038
0.6977,-0.9851,-0.7463
0.6056,-0.7559,-0.8961
0.5589,-0.6984,-1.0051
0.5231,-0.7936,-1.0605
0.4641,-0.9303,-1.0718
0.4523,-1.0652,-1.0053
0.4074,-1.1188,-0.9754
0.2877,-0.9853,-1.0515
0.1845,-0.5203,-1.0351
0.1629,0.2407,-0.9234
0.268,1.1733,-0.693
0.5171,2.0309,-0.3515
0.8761,2.6143,0.15
1.0233,3.0139,0.9386
0.8491,3.4272,1.8356
0.5553,3.7337,2.5089
0.4574,3.6525,2.964
0.4006,3.185,3.3197
0.0068,2.6183,3.4278
-0.6247,1.9831,3.2782
-1.1656,1.2419,2.8415
-1.4794,0.5008,2.1029
-1.485,-0.1625,1.0908
-1.2673,-0.656,-0.0219
-1.0983,-0.7416,-1.0114
-1.1183,-0.2029,-1.6605
-1.0966,0.7301,-1.7822
-0.8611,1.6613,-1.2946
-0.4287,2.2108,-0.4106
-0.1198,2.2645,0.5163
-0.1688,1.9718,1.255
-0.4182,1.5328,1.8558
-0.5676,1.0884,2.1398
-0.5637,0.6199,2.0926
-0.3913,0.2505,1.73
-0.2748,0.0704,1.0369
-0.3525,0.1792,0.2065
-0.5016,0.5515,-0.4217
-0.4407,0.9074,-0.7125
-0.118,1.0402,-0.6275
0.1442,0.9228,-0.2816
0.1358,0.6668,0.1362
-0.0797,0.2977,0.5106
-0.2812,-0.1081,0.7939
-0.412,-0.5003,0.9096
-0.4895,-0.8095,0.8616
-0.5575,-0.9538,0.6649
-0.5947,-0.9543,0.4229
-0.6516,-0.842,0.1825
-0.6255,-0.6551,0.0508
-0.5643,-0.4534,0.0403
-0.5377,-0.2827,0.0514
-0.524,-0.1671,0.09
-0.5331,-0.1785,0.1108
-0.5891,-0.2643,0.102
-0.6081,-0.4244,0.0581
-0.5925,-0.5868,-0.0285
-0.5923,-0.6604,-0.1439
-0.5906,-0.6836,-0.2454
-0.5631,-0.5941,-0.3184
-0.5216,-0.4614,-0.3434
-0.4991,-0.3,-0.3391
-0.5098,-0.158,-0.3122
-0.5515,-0.0929,-0.2721
-0.5648,-0.1191,-0.2473
-0.5931,-0.2078,-0.226
-0.5986,-0.3134,-0.2464
-0.6081,-0.4168,-0.2919
-0.6336,-0.4991,-0.3835
-0.6584,-0.5483,-0.5109
-0.6463,-0.5933,-0.6479
-0.6115,-0.6387,-0.771
-0.604,-0.6986,-0.8691
-0.6244,-0.7635,-0.885
-0.6658,-0.8306,-0.8841
-0.7432,-0.9096,-0.8713
-0.8479,-0.9163,-0.8639
-0.9644,-0.8722,-0.814
-1.0518,-0.8419,-0.7503
-1.035,-0.8377,-0.6772
-0.922,-0.8859,-0.6299
-0.7637,-1.0253,-0.5964
-0.616,-1.1962,-0.58
-0.4851,-1.3992,-0.6063
-0.4061,-1.5745,-0.6509
-0.3363,-1.7438,-0.7664
-0.2709,-1.8851,-0.9706
-0.2275,-1.974,-1.1865
-0.2789,-1.964,-1.3789
-0.4382,-1.8592,-1.4831
-0.6012,-1.5899,-1.4757
-0.7591,-1.3118,-1.2915
-0.7971,-1.0427,-1.0388
-0.7963,-0.8482,-0.7574
-0.7535,-0.7818,-0.557
-0.7759,-0.7505,-0.4486
-0.8948,-0.7326,-0.4592
-1.0291,-0.658,-0.6145
-1.1673,-0.5954,-0.7977
-1.3005,-0.4912,-0.9586
-1.4269,-0.3473,-1.0442
-1.4249,-0.2831,-1.0356
-1.2525,-0.3088,-0.9077
-0.9771,-0.4349,-0.6647
-0.6444,-0.5528,-0.4007
-0.4421,-0.6205,-0.2247
-0.4592,-0.5066,-0.2478
-0.5573,-0.3208,-0.4314
-0.5871,-0.0401,-0.7183
-0.5758,0.2959,-1.0303
-0.6756,0.7693,-1.1157
-0.7871,1.2655,-1.0346
-0.8893,1.562,-0.8338
-0.8337,1.5799,-0.3313
-0.4415,1.4649,0.3677
0.2015,1.467,1.0632
0.829,1.6158,1.7174
1.2038,1.857,2.3126
1.2638,2.0751,2.7799
1.0017,2.0211,3.0127
0.6604,1.7292,2.965
0.4576,1.3396,2.6283
0.5652,1.0547,2.0538
0.9821,1.0217,1.3277
1.6179,1.3229,0.7606
2.4032,1.9582,0.396
3.2732,2.7787,0.2843
3.91,3.4872,0.4651
3.9142,3.7887,0.813
3.0362,3.4002,1.2599
1.6383,2.4821,1.5752
0.4369,1.4444,1.4243
-0.3334,0.4791,0.926
-0.9208,-0.3891,0.3484
-1.5744,-1.0299,-0.2253
-2.0531,-1.507,-0.693
-2.1434,-1.7913,-1.0137
-1.8261,-1.9111,-1.2505
-1.196,-1.9865,-1.2848
-0.5547,-2.049,-1.1172
-0.0211,-2.0585,-0.7894
0.4005,-1.9581,-0.3874
0.7365,-1.7871,0.0145
1.033,-1.5579,0.3214
1.282,-1.2879,0.5165
1.4881,-1.052,0.6581
1.6556,-0.7238,0.757
1.831,-0.2101,0.8273
